attract_gain,drone_repel_gain,drone_repel_range,map_label,n_drones,seed,final_coverage,overlap_m2,wasted_visits,energy_used_j,time_to_terminal,score
4.0,2.0,2.5,partial_33,2,0,0.6062893081761006,50.0,2074,242424.00000000003,692.700000000089,0.21766291670357577
4.0,2.0,2.5,partial_33,2,1,0.6540880503144654,250.0,3040,242424.00000000003,676.4000000000852,0.24969024568346168
4.0,2.0,2.5,partial_33,5,0,1.0,7425.0,3049,252703.1730755536,267.4999999999923,0.5897416235484622
4.0,2.0,2.5,partial_33,5,1,0.6855345911949685,1025.0,7693,606060.0,709.6000000000928,0.2454654988922327
4.0,2.0,2.5,partial_33,10,0,0.8981132075471698,4400.0,10205,1212120.0,726.7000000000967,0.4068708498236394
4.0,2.0,2.5,partial_33,10,1,1.0,9300.0,2267,185481.96100276383,95.29999999999886,0.6154096201854731
4.0,2.0,2.5,partial_33,20,0,1.0,10500.0,2456,205114.71775251068,53.60000000000049,0.6026500455898903
4.0,2.0,2.5,partial_33,20,1,1.0,9825.0,3929,323629.4222731199,86.69999999999935,0.5829020497100473
4.0,2.0,2.5,closed_33,2,0,0.36678200692041524,0.0,1479,242424.00000000003,722.9000000000958,-0.040051556388606385
4.0,2.0,2.5,closed_33,2,1,0.39792387543252594,0.0,651,242424.00000000003,732.0000000000979,0.031799521793983876
4.0,2.0,2.5,closed_33,5,0,0.6868512110726643,250.0,2529,606060.0,733.4000000000982,0.27792048801883074
4.0,2.0,2.5,closed_33,5,1,0.5674740484429066,200.0,2862,606060.0,733.3000000000982,0.14972374984784012
4.0,2.0,2.5,closed_33,10,0,0.8148788927335641,2425.0,6689,1212120.0,734.4000000000984,0.33982306439938226
4.0,2.0,2.5,closed_33,10,1,0.9636678200692042,4350.0,6178,1212120.0,732.400000000098,0.4537226473628012
4.0,2.0,2.5,closed_33,20,0,0.9844290657439446,8150.0,8393,2424240.0,732.600000000098,0.3898275567540028
4.0,2.0,2.5,closed_33,20,1,0.9982698961937716,9175.0,10993,2424240.0,731.3000000000977,0.3783021289930041
4.0,2.0,4.0,open_33,2,0,0.1716961498439126,275.0,5422,242424.00000000003,602.5000000000684,-0.267322364366696
4.0,2.0,4.0,open_33,2,1,0.28303850156087407,0.0,5409,242424.00000000003,603.8000000000687,-0.14704227451532534
4.0,2.0,4.0,open_33,5,0,0.4141519250780437,725.0,13807,606060.0,603.6000000000687,-0.03094009806115619
4.0,2.0,4.0,open_33,5,1,0.3548387096774194,0.0,13776,606060.0,602.8000000000685,-0.08235915263201052
4.0,2.0,4.0,open_33,10,0,1.0,11975.0,5874,296022.89633935224,147.3999999999959,0.5573721212452434
4.0,2.0,4.0,open_33,10,1,1.0,14125.0,10194,485328.59969986,241.19999999999058,0.49163109118358317
4.0,2.0,4.0,open_33,20,0,1.0,14450.0,2806,170720.8714712998,42.20000000000033,0.5859238766635336
4.0,2.0,4.0,open_33,20,1,1.0,14900.0,4598,244664.16237172438,60.70000000000059,0.5512277332692357
4.0,2.0,4.0,partial_33,2,0,0.6062893081761006,50.0,2074,242424.00000000003,692.700000000089,0.21766291670357577
4.0,2.0,4.0,partial_33,2,1,0.630188679245283,250.0,2479,242424.00000000003,684.000000000087,0.23240689150591645
4.0,2.0,4.0,partial_33,5,0,0.7987421383647799,5150.0,5457,606060.0,716.0000000000942,0.307832363576798
4.0,2.0,4.0,partial_33,5,1,1.0,7500.0,6540,566144.4965959458,624.2000000000734,0.48437655030022786
4.0,2.0,4.0,partial_33,10,0,0.9786163522012579,8625.0,11026,1212120.0,718.2000000000947,0.42375618683074423
4.0,2.0,4.0,partial_33,10,1,0.9522012578616352,8550.0,8020,1212120.0,718.6000000000948,0.40457465421464367
4.0,2.0,4.0,partial_33,20,0,0.9773584905660377,10000.0,15907,2424240.0,727.2000000000968,0.39594211956671976
4.0,2.0,4.0,partial_33,20,1,1.0,11725.0,4031,347472.63957245974,94.09999999999893,0.5517350784790049
4.0,2.0,4.0,closed_33,2,0,0.36678200692041524,0.0,1479,242424.00000000003,722.9000000000958,-0.040051556388606385
4.0,2.0,4.0,closed_33,2,1,0.39792387543252594,0.0,651,242424.00000000003,732.0000000000979,0.031799521793983876
4.0,2.0,4.0,closed_33,5,0,0.7283737024221453,1150.0,2090,606060.0,731.8000000000978,0.31035251123430596
4.0,2.0,4.0,closed_33,5,1,0.5640138408304498,325.0,1939,606060.0,732.400000000098,0.15600079948873455
4.0,2.0,4.0,closed_33,10,0,0.8529411764705882,2125.0,5411,1212120.0,733.9000000000983,0.38942989797545036
4.0,2.0,4.0,closed_33,10,1,0.9377162629757786,4450.0,4098,1212120.0,731.8000000000978,0.4359273787270149
4.0,2.0,4.0,closed_33,20,0,1.0,8400.0,1432,151732.83689147886,40.3000000000003,0.6028334358097233
4.0,2.0,4.0,closed_33,20,1,1.0,8800.0,1340,152431.61018136237,40.90000000000031,0.5986253191582709
4.0,5.0,1.5,open_33,2,0,0.2518210197710718,575.0,5474,242424.00000000003,604.7000000000689,-0.1871022558419201
4.0,5.0,1.5,open_33,2,1,0.28303850156087407,0.0,5409,242424.00000000003,603.8000000000687,-0.14704227451532534
4.0,5.0,1.5,open_33,5,0,0.46930280957336107,1800.0,13826,606060.0,604.900000000069,0.011858559076569103
4.0,5.0,1.5,open_33,5,1,0.3548387096774194,0.0,13776,606060.0,602.8000000000685,-0.08235915263201052
4.0,5.0,1.5,open_33,10,0,1.0,13500.0,11954,555098.4592055394,276.2999999999943,0.48759917950210263
4.0,5.0,1.5,open_33,10,1,0.7991675338189386,3300.0,27306,1212120.0,605.9000000000692,0.3217228952243082
4.0,5.0,1.5,open_33,20,0,1.0,14875.0,4055,224092.86894520186,55.70000000000052,0.5583798464455019
4.0,5.0,1.5,open_33,20,1,1.0,16550.0,9720,471572.81171339564,116.99999999999763,0.49223421711759757
4.0,5.0,1.5,partial_33,2,0,0.6062893081761006,50.0,2074,242424.00000000003,692.700000000089,0.21766291670357577
4.0,5.0,1.5,partial_33,2,1,0.6540880503144654,250.0,3040,242424.00000000003,676.4000000000852,0.24969024568346168
4.0,5.0,1.5,partial_33,5,0,1.0,6700.0,5166,493463.5297532006,545.6000000000555,0.5212690644201278
4.0,5.0,1.5,partial_33,5,1,0.919496855345912,3725.0,6492,606060.0,709.6000000000928,0.44918734150836015
4.0,5.0,1.5,partial_33,10,0,0.8377358490566038,5750.0,11667,1212120.0,724.2000000000961,0.32269938963164235
4.0,5.0,1.5,partial_33,10,1,1.0,9500.0,2276,185538.12669470138,95.19999999999887,0.6121557907258846
4.0,5.0,1.5,partial_33,20,0,1.0,9075.0,1992,170404.86573749548,44.20000000000036,0.6384414559060376
4.0,5.0,1.5,partial_33,20,1,1.0,11150.0,3256,266028.364695542,70.20000000000029,0.5747215926387474
4.0,5.0,1.5,closed_33,2,0,0.36678200692041524,0.0,1479,242424.00000000003,722.9000000000958,-0.040051556388606385
4.0,5.0,1.5,closed_33,2,1,0.39792387543252594,0.0,651,242424.00000000003,732.0000000000979,0.031799521793983876
4.0,5.0,1.5,closed_33,5,0,0.698961937716263,575.0,2407,606060.0,731.0000000000977,0.2856961057174874
4.0,5.0,1.5,closed_33,5,1,0.5674740484429066,200.0,2959,606060.0,733.3000000000982,0.14881346681970517
4.0,5.0,1.5,closed_33,10,0,0.9567474048442907,3650.0,5369,1212120.0,734.4000000000984,0.4645385980842065
4.0,5.0,1.5,closed_33,10,1,0.967128027681661,5025.0,5739,1212120.0,732.400000000098,0.44498582451554836
4.0,5.0,1.5,closed_33,20,0,0.9844290657439446,6850.0,8398,2424240.0,732.400000000098,0.41680655547336254
4.0,5.0,1.5,closed_33,20,1,0.9930795847750865,9625.0,9085,2424240.0,731.6000000000978,0.36663608320945307
4.0,5.0,2.5,open_33,2,0,0.21436004162330904,250.0,5466,242424.00000000003,605.000000000069,-0.22231052335554582
4.0,5.0,2.5,open_33,2,1,0.28303850156087407,0.0,5409,242424.00000000003,603.8000000000687,-0.14704227451532534
4.0,5.0,2.5,open_33,5,0,0.43912591050988553,1250.0,13841,606060.0,605.100000000069,-0.012051161809758765
4.0,5.0,2.5,open_33,5,1,0.3548387096774194,0.0,13776,606060.0,602.8000000000685,-0.08235915263201052
4.0,5.0,2.5,open_33,10,0,1.0,12775.0,5467,282669.2474309439,140.7999999999963,0.5516445357752163
4.0,5.0,2.5,open_33,10,1,1.0,14175.0,12046,568490.3406377472,282.8999999999958,0.47741669966399586
4.0,5.0,2.5,open_33,20,0,1.0,18025.0,4720,256658.06455362355,63.700000000000635,0.5103775057174933
4.0,5.0,2.5,open_33,20,1,1.0,17600.0,9145,454252.55055749696,112.69999999999787,0.48169062735846263
4.0,5.0,2.5,partial_33,2,0,0.6062893081761006,50.0,2074,242424.00000000003,692.700000000089,0.21766291670357577
4.0,5.0,2.5,partial_33,2,1,0.6540880503144654,250.0,3040,242424.00000000003,676.4000000000852,0.24969024568346168
4.0,5.0,2.5,partial_33,5,0,0.8364779874213837,3050.0,6358,606060.0,715.8000000000942,0.3744024709467634
4.0,5.0,2.5,partial_33,5,1,0.8490566037735849,2375.0,6008,606060.0,709.6000000000928,0.39906386585569764
4.0,5.0,2.5,partial_33,10,0,0.8088050314465409,2875.0,10398,1212120.0,723.0000000000958,0.3384356041337824
4.0,5.0,2.5,partial_33,10,1,1.0,9900.0,3190,238849.93614437757,123.99999999999723,0.5819524939316832
4.0,5.0,2.5,partial_33,20,0,1.0,9125.0,2544,214943.306615734,56.600000000000534,0.6208856708790621
4.0,5.0,2.5,partial_33,20,1,1.0,10225.0,3377,275792.0858286219,73.10000000000012,0.5863945756073687
4.0,5.0,2.5,closed_33,2,0,0.36678200692041524,0.0,1479,242424.00000000003,722.9000000000958,-0.040051556388606385
4.0,5.0,2.5,closed_33,2,1,0.39792387543252594,0.0,651,242424.00000000003,732.0000000000979,0.031799521793983876
4.0,5.0,2.5,closed_33,5,0,0.7439446366782007,825.0,2359,606060.0,731.8000000000978,0.32862530187730143
4.0,5.0,2.5,closed_33,5,1,0.6868512110726643,300.0,1832,606060.0,733.1000000000981,0.2896104252272782
4.0,5.0,2.5,closed_33,10,0,0.9377162629757786,2600.0,5535,1212120.0,734.4000000000984,0.4660492031108906
4.0,5.0,2.5,closed_33,10,1,0.7145328719723183,2750.0,7025,1212120.0,734.4000000000984,0.22965270560612347
4.0,5.0,2.5,closed_33,20,0,0.9948096885813149,8675.0,12650,2424240.0,732.700000000098,0.38330491616936624
4.0,5.0,2.5,closed_33,20,1,1.0,8825.0,1813,200237.74236589484,54.3000000000005,0.577373120180295
4.0,5.0,4.0,open_33,2,0,0.2247658688865765,625.0,5445,242424.00000000003,604.4000000000689,-0.216036205146813
4.0,5.0,4.0,open_33,2,1,0.28303850156087407,0.0,5409,242424.00000000003,603.8000000000687,-0.14704227451532534
4.0,5.0,4.0,open_33,5,0,1.0,9200.0,12743,592183.2838357377,589.8000000000656,0.46502016313544964
4.0,5.0,4.0,open_33,5,1,0.3548387096774194,0.0,13776,606060.0,602.8000000000685,-0.08235915263201052
4.0,5.0,4.0,open_33,10,0,1.0,12600.0,4436,240974.99317759275,119.79999999999747,0.5673662422461123
4.0,5.0,4.0,open_33,10,1,1.0,13025.0,5960,306502.0233065337,152.49999999999562,0.5424878889885986
4.0,5.0,4.0,open_33,20,0,1.0,15150.0,2487,159049.91330948612,39.50000000000029,0.5849590159708353
4.0,5.0,4.0,open_33,20,1,1.0,13700.0,2678,167662.94888992375,41.60000000000032,0.5981633342607713
4.0,5.0,4.0,partial_33,2,0,0.6062893081761006,50.0,2074,242424.00000000003,692.700000000089,0.21766291670357577
4.0,5.0,4.0,partial_33,2,1,0.6113207547169811,200.0,2693,242424.00000000003,685.6000000000873,0.20972092142948048
4.0,5.0,4.0,partial_33,5,0,0.6666666666666666,1650.0,6020,606060.0,721.2000000000954,0.22159137100516899
4.0,5.0,4.0,partial_33,5,1,0.9320754716981132,3450.0,6216,606060.0,709.0000000000927,0.4675089837573666
4.0,5.0,4.0,partial_33,10,0,0.8591194968553459,2700.0,9793,1212120.0,721.2000000000954,0.39347932741144176
4.0,5.0,4.0,partial_33,10,1,0.8918238993710692,3750.0,9934,1212120.0,725.3000000000964,0.41076064798646217
4.0,5.0,4.0,partial_33,20,0,1.0,13200.0,4108,349990.1954220738,94.5999999999989,0.5285448011885389
4.0,5.0,4.0,partial_33,20,1,1.0,9750.0,1956,170401.30116086174,44.30000000000036,0.6293728479997469
4.0,5.0,4.0,closed_33,2,0,0.36678200692041524,0.0,1479,242424.00000000003,722.9000000000958,-0.040051556388606385
4.0,5.0,4.0,closed_33,2,1,0.39792387543252594,0.0,651,242424.00000000003,732.0000000000979,0.031799521793983876
4.0,5.0,4.0,closed_33,5,0,0.6799307958477508,200.0,2351,606060.0,733.9000000000983,0.2743005745715653
4.0,5.0,4.0,closed_33,5,1,0.759515570934256,375.0,2396,606060.0,732.400000000098,0.3537406858168104
4.0,5.0,4.0,closed_33,10,0,0.8442906574394463,1125.0,4269,1212120.0,733.9000000000983,0.4072655105808579
4.0,5.0,4.0,closed_33,10,1,0.7664359861591695,4950.0,5857,1212120.0,732.400000000098,0.24031861371999777
4.0,5.0,4.0,closed_33,20,0,1.0,9500.0,1731,177806.90789468586,47.500000000000405,0.5672712720148587
4.0,5.0,4.0,closed_33,20,1,1.0,8150.0,1744,224586.8187203235,62.10000000000061,0.5920912056711137
4.0,10.0,1.5,open_33,2,0,0.2518210197710718,575.0,5474,242424.00000000003,604.7000000000689,-0.1871022558419201
4.0,10.0,1.5,open_33,2,1,0.28303850156087407,0.0,5409,242424.00000000003,603.8000000000687,-0.14704227451532534
4.0,10.0,1.5,open_33,5,0,0.6670135275754423,3425.0,13690,606060.0,605.7000000000692,0.19321959654976625
4.0,10.0,1.5,open_33,5,1,0.3548387096774194,0.0,13776,606060.0,602.8000000000685,-0.08235915263201052
4.0,10.0,1.5,open_33,10,0,1.0,12300.0,10243,487617.1818010635,242.7999999999905,0.514034098792677
4.0,10.0,1.5,open_33,10,1,1.0,13400.0,26709,1206118.597551858,598.6000000000676,0.3993642476016582
4.0,10.0,1.5,open_33,20,0,1.0,17725.0,7245,373043.1813149564,92.59999999999901,0.49157370529995825
4.0,10.0,1.5,open_33,20,1,1.0,15175.0,9367,457043.2945895023,113.49999999999783,0.5111921027705147
4.0,10.0,1.5,partial_33,2,0,0.6062893081761006,50.0,2074,242424.00000000003,692.700000000089,0.21766291670357577
4.0,10.0,1.5,partial_33,2,1,0.6540880503144654,250.0,3040,242424.00000000003,676.4000000000852,0.24969024568346168
4.0,10.0,1.5,partial_33,5,0,0.7371069182389937,3175.0,4777,606060.0,716.6000000000944,0.27751810585067105
4.0,10.0,1.5,partial_33,5,1,0.5069182389937107,500.0,7253,606060.0,709.6000000000928,0.0707181607881022
4.0,10.0,1.5,partial_33,10,0,0.7094339622641509,2550.0,10237,1212120.0,720.2000000000952,0.24216416796565735
4.0,10.0,1.5,partial_33,10,1,1.0,9625.0,2259,194935.78051802586,99.8999999999986,0.6095814132778345
4.0,10.0,1.5,partial_33,20,0,1.0,8600.0,1805,161286.01654393598,42.00000000000033,0.6523094803803413
4.0,10.0,1.5,partial_33,20,1,1.0,9825.0,5660,493946.4876919999,135.0999999999966,0.5592152077978786
4.0,10.0,1.5,closed_33,2,0,0.36678200692041524,0.0,1479,242424.00000000003,722.9000000000958,-0.040051556388606385
4.0,10.0,1.5,closed_33,2,1,0.39792387543252594,0.0,651,242424.00000000003,732.0000000000979,0.031799521793983876
4.0,10.0,1.5,closed_33,5,0,0.6280276816608996,275.0,3344,606060.0,733.5000000000982,0.20725074925530804
4.0,10.0,1.5,closed_33,5,1,0.5674740484429066,200.0,2959,606060.0,733.3000000000982,0.14881346681970517
4.0,10.0,1.5,closed_33,10,0,0.8996539792387543,3925.0,4642,1212120.0,734.4000000000984,0.4039424901548164
4.0,10.0,1.5,closed_33,10,1,0.9636678200692042,5450.0,4585,1212120.0,732.400000000098,0.4385716695445653
4.0,10.0,1.5,closed_33,20,0,0.967128027681661,7100.0,11153,2424240.0,729.7000000000974,0.3895973864875426
4.0,10.0,1.5,closed_33,20,1,1.0,8725.0,1743,194933.82920956938,52.90000000000048,0.5819524896281789
4.0,10.0,2.5,open_33,2,0,0.2206035379812695,475.0,5353,242424.00000000003,604.900000000069,-0.21834365657466598
4.0,10.0,2.5,open_33,2,1,0.28303850156087407,0.0,5409,242424.00000000003,603.8000000000687,-0.14704227451532534
4.0,10.0,2.5,open_33,5,0,0.44849115504682624,1100.0,13743,606060.0,605.3000000000691,-0.0005666447123500451
4.0,10.0,2.5,open_33,5,1,0.3548387096774194,0.0,13776,606060.0,602.8000000000685,-0.08235915263201052
4.0,10.0,2.5,open_33,10,0,1.0,11125.0,8439,408747.5533906466,203.7999999999927,0.5430432866464864
4.0,10.0,2.5,open_33,10,1,1.0,13275.0,7784,386285.9341339043,192.59999999999334,0.5211701284612817
4.0,10.0,2.5,open_33,20,0,1.0,17025.0,3396,202532.30539829796,50.20000000000044,0.5415107696832775
4.0,10.0,2.5,open_33,20,1,1.0,16325.0,5869,305907.67518933164,76.19999999999995,0.5201336612589835
4.0,10.0,2.5,partial_33,2,0,0.6062893081761006,50.0,2074,242424.00000000003,692.700000000089,0.21766291670357577
4.0,10.0,2.5,partial_33,2,1,0.6540880503144654,250.0,3040,242424.00000000003,676.4000000000852,0.24969024568346168
4.0,10.0,2.5,partial_33,5,0,0.8666666666666667,4525.0,4905,606060.0,721.6000000000955,0.3908706393268019
4.0,10.0,2.5,partial_33,5,1,0.6754716981132075,575.0,6902,606060.0,688.600000000088,0.24400414496324116
4.0,10.0,2.5,partial_33,10,0,0.949685534591195,7550.0,10609,1212120.0,716.7000000000944,0.4112101881922168
4.0,10.0,2.5,partial_33,10,1,1.0,10000.0,2848,237060.2339950509,124.29999999999721,0.5862749185013956
4.0,10.0,2.5,partial_33,20,0,1.0,11625.0,2966,236522.6183767398,62.10000000000061,0.5738494674244748
4.0,10.0,2.5,partial_33,20,1,1.0,12225.0,2553,205297.4497634694,53.30000000000049,0.5744759386389338
4.0,10.0,2.5,closed_33,2,0,0.36678200692041524,0.0,1479,242424.00000000003,722.9000000000958,-0.040051556388606385
4.0,10.0,2.5,closed_33,2,1,0.39792387543252594,0.0,651,242424.00000000003,732.0000000000979,0.031799521793983876
4.0,10.0,2.5,closed_33,5,0,0.9567474048442907,3050.0,2755,606060.0,726.9000000000967,0.49913230982223844
4.0,10.0,2.5,closed_33,5,1,0.6885813148788927,350.0,2089,606060.0,733.3000000000982,0.28488008462923
4.0,10.0,2.5,closed_33,10,0,0.9186851211072664,4850.0,5580,1212120.0,727.4000000000968,0.39961638182663395
4.0,10.0,2.5,closed_33,10,1,0.9636678200692042,4675.0,3590,1212120.0,732.400000000098,0.4624587406653985
4.0,10.0,2.5,closed_33,20,0,0.9844290657439446,7500.0,9506,2424240.0,731.8000000000978,0.40121820677864883
4.0,10.0,2.5,closed_33,20,1,0.9982698961937716,7575.0,11376,2424240.0,734.1000000000984,0.41104073583344325
4.0,10.0,4.0,open_33,2,0,0.25390218522372526,475.0,5245,242424.00000000003,600.0000000000679,-0.18313781832682277
4.0,10.0,4.0,open_33,2,1,0.28303850156087407,0.0,5409,242424.00000000003,603.8000000000687,-0.14704227451532534
4.0,10.0,4.0,open_33,5,0,0.5660770031217481,3000.0,13562,606060.0,603.6000000000687,0.09574112540406246
4.0,10.0,4.0,open_33,5,1,0.3548387096774194,0.0,13776,606060.0,602.8000000000685,-0.08235915263201052
4.0,10.0,4.0,open_33,10,0,1.0,11550.0,2942,175829.29520888627,87.79999999999929,0.608688478891305
4.0,10.0,4.0,open_33,10,1,1.0,10700.0,3754,216379.6131431053,107.99999999999814,0.601749195939524
4.0,10.0,4.0,open_33,20,0,1.0,13400.0,2139,142224.39908123948,35.500000000000234,0.617200085353857
4.0,10.0,4.0,open_33,20,1,1.0,13050.0,2266,149077.55861829873,37.30000000000026,0.61750214252765
4.0,10.0,4.0,partial_33,2,0,0.6062893081761006,50.0,2074,242424.00000000003,692.700000000089,0.21766291670357577
4.0,10.0,4.0,partial_33,2,1,0.6314465408805031,250.0,2502,242424.00000000003,680.3000000000861,0.2333616673226753
4.0,10.0,4.0,partial_33,5,0,0.8981132075471698,3350.0,6116,606060.0,692.800000000089,0.4344643651911809
4.0,10.0,4.0,partial_33,5,1,0.7182389937106918,925.0,5868,606060.0,709.6000000000928,0.2864357949770837
4.0,10.0,4.0,partial_33,10,0,0.9761006289308176,7250.0,10371,1212120.0,715.5000000000941,0.44310676514857017
4.0,10.0,4.0,partial_33,10,1,0.9886792452830189,5450.0,9401,1212120.0,719.8000000000951,0.4851177982214764
4.0,10.0,4.0,partial_33,20,0,1.0,8575.0,2201,183568.4332519509,48.10000000000041,0.6392345491723196
4.0,10.0,4.0,partial_33,20,1,1.0,9475.0,2183,175784.98010795796,45.60000000000038,0.6265945734542345
4.0,10.0,4.0,closed_33,2,0,0.36678200692041524,0.0,1479,242424.00000000003,722.9000000000958,-0.040051556388606385
4.0,10.0,4.0,closed_33,2,1,0.39792387543252594,0.0,651,242424.00000000003,732.0000000000979,0.031799521793983876
4.0,10.0,4.0,closed_33,5,0,0.6833910034602076,250.0,2125,606060.0,732.9000000000981,0.2807800571208876
4.0,10.0,4.0,closed_33,5,1,0.8062283737024222,1700.0,2894,606060.0,732.400000000098,0.3680969544680618
4.0,10.0,4.0,closed_33,10,0,0.967128027681661,3525.0,4607,1212120.0,731.7000000000978,0.4819624454277168
4.0,10.0,4.0,closed_33,10,1,0.7629757785467128,3625.0,6515,1212120.0,732.400000000098,0.2622913699976941
4.0,10.0,4.0,closed_33,20,0,1.0,9150.0,1672,180487.68812349718,48.80000000000042,0.5763471999046973
4.0,10.0,4.0,closed_33,20,1,1.0,8950.0,1560,176255.5956020779,47.80000000000041,0.584788780164692
