lane_spacing,attract_gain,drone_repel_gain,map_label,n_drones,seed,final_coverage,overlap_m2,wasted_visits,energy_used_j,time_to_terminal,score
1.0,5.0,10.0,closed_33,10,1,0.4740484429065744,3075.0,6713,1212120.0,734.9000000000985,-0.022472126105344076
1.0,5.0,10.0,closed_33,20,0,0.671280276816609,5450.0,11840,2424240.0,734.9000000000985,0.12320617985307228
1.0,5.0,10.0,closed_33,20,1,0.6868512110726643,3825.0,9287,2424240.0,734.9000000000985,0.1752936388492273
1.6,1.0,2.0,open_33,2,0,0.2809573361082206,875.0,3924,242424.00000000003,646.3000000000784,-0.15509992224162458
1.6,1.0,2.0,open_33,2,1,0.3215400624349636,1300.0,3840,242424.00000000003,648.800000000079,-0.11679473935145787
1.6,1.0,2.0,open_33,5,0,0.5286160249739854,8300.0,9908,606060.0,647.4000000000786,-0.004839122607072671
1.6,1.0,2.0,open_33,5,1,0.4984391259105099,6025.0,9824,606060.0,643.7000000000778,-0.007292055684434667
1.6,1.0,2.0,open_33,10,0,0.9781477627471384,19775.0,19898,1212120.0,653.20000000008,0.30030600596038803
1.6,1.0,2.0,open_33,10,1,1.0,22625.0,16486,1000799.8491216366,532.2000000000525,0.31474401935037494
1.6,1.0,2.0,open_33,20,0,1.0,21325.0,7532,474507.6925356509,124.4999999999972,0.43938770430731094
1.6,1.0,2.0,open_33,20,1,1.0,21675.0,6525,422990.3410157319,110.89999999999797,0.4426531220528976
