T_initial,cooling_rate,perturb_radius,map_label,n_drones,seed,final_coverage,overlap_m2,wasted_visits,energy_used_j,time_to_terminal,score
0.5,0.999,10.0,closed_33,10,0,0.842560553633218,4900.0,8614,1212120.0,731.4000000000977,0.31243918635166945
0.5,0.999,10.0,closed_33,10,1,0.9134948096885813,9225.0,9406,1212120.0,723.2000000000959,0.29347311246924823
0.5,0.999,10.0,closed_33,20,0,1.0,11900.0,4080,326239.5005339752,87.19999999999932,0.4707289974975786
0.5,0.999,10.0,closed_33,20,1,1.0,12900.0,5682,473380.9339597095,128.499999999997,0.43167396911962164
1.0,0.95,3.0,open_33,2,0,1.0,16775.0,2980,210760.21686021163,518.1000000000492,0.4381066308883351
1.0,0.95,3.0,open_33,2,1,1.0,17625.0,3412,231468.1692650179,569.2000000000609,0.4079274456543276
1.0,0.95,3.0,open_33,5,0,1.0,19750.0,2734,199303.44238842418,196.49999999999312,0.4839055498301324
1.0,0.95,3.0,open_33,5,1,1.0,18975.0,2930,205611.2677710238,202.59999999999278,0.4881493086153941
1.0,0.95,3.0,open_33,10,0,1.0,19750.0,3252,220902.00290113548,109.29999999999806,0.49548875895069006
1.0,0.95,3.0,open_33,10,1,1.0,20625.0,3352,230598.34833885287,113.9999999999978,0.4818205350790049
1.0,0.95,3.0,open_33,20,0,1.0,21725.0,3262,214340.6629695315,53.40000000000049,0.4842179423852532
1.0,0.95,3.0,open_33,20,1,1.0,21750.0,4107,261728.1385994614,65.20000000000057,0.4696996036076854
1.0,0.95,3.0,partial_33,2,0,0.6955974842767295,2450.0,3475,242424.00000000003,657.0000000000808,0.2553586009047776
1.0,0.95,3.0,partial_33,2,1,0.5547169811320755,975.0,3645,242424.00000000003,651.6000000000796,0.1279344101811062
1.0,0.95,3.0,partial_33,5,0,0.7484276729559748,6625.0,8904,606060.0,683.2000000000868,0.22277468024329158
1.0,0.95,3.0,partial_33,5,1,0.8163522012578617,6525.0,6783,606060.0,714.3000000000939,0.29961471499527237
1.0,0.95,3.0,partial_33,10,0,1.0,17375.0,13931,931805.847318974,511.20000000004774,0.3428913852960761
1.0,0.95,3.0,partial_33,10,1,1.0,16750.0,5568,371811.3226093254,193.89999999999327,0.4403445707294541
