elite_fraction,p_crossover,p_mutation,map_label,n_drones,seed,final_coverage,overlap_m2,wasted_visits,energy_used_j,time_to_terminal,score
0.2,0.7,0.15,partial_33,5,0,0.9987421383647799,18400.0,8903,606060.0,665.9000000000829,0.3011261431002997
0.2,0.7,0.15,partial_33,5,1,0.869182389937107,8950.0,8930,606060.0,676.2000000000852,0.31119022264582397
0.2,0.7,0.15,partial_33,10,0,1.0,19350.0,7486,478051.9977790448,245.69999999999033,0.3797574777255074
0.2,0.7,0.15,partial_33,10,1,1.0,18125.0,7007,450946.09226492187,233.699999999991,0.4032463827902948
0.2,0.7,0.15,partial_33,20,0,0.9937106918238994,18250.0,36047,2424240.0,680.6000000000862,0.28022829794284976
0.2,0.7,0.15,partial_33,20,1,1.0,18750.0,9746,615585.0431094002,160.89999999999515,0.4029284233963632
0.2,0.7,0.15,closed_33,2,0,0.444636678200692,50.0,2423,242424.00000000003,699.3000000000904,0.02792282818892841
0.2,0.7,0.15,closed_33,2,1,0.5363321799307958,3375.0,2740,242424.00000000003,685.5000000000873,0.05231033461279075
0.2,0.7,0.15,closed_33,5,0,0.8685121107266436,5000.0,6465,606060.0,714.700000000094,0.34187762852138603
0.2,0.7,0.15,closed_33,5,1,0.8944636678200693,5950.0,5942,606060.0,694.3000000000893,0.3505028167200689
0.2,0.7,0.15,closed_33,10,0,1.0,11300.0,6548,561913.7912907137,309.80000000000194,0.4227698903392831
0.2,0.7,0.15,closed_33,10,1,0.9948096885813149,11825.0,13784,1212120.0,698.2000000000902,0.31687688543775816
0.2,0.7,0.15,closed_33,20,0,1.0,13625.0,8726,710851.2176158023,194.29999999999325,0.3934102455909689
0.2,0.7,0.15,closed_33,20,1,1.0,13025.0,5229,410333.1991622732,109.89999999999803,0.434996244027798
0.2,0.7,0.3,open_33,2,0,1.0,16575.0,2663,194337.49976678463,479.3000000000405,0.45678819979547597
0.2,0.7,0.3,open_33,2,1,1.0,16800.0,2819,202164.70550338336,500.8000000000454,0.4460317728233465
0.2,0.7,0.3,open_33,5,0,1.0,21750.0,3773,256345.14570704522,252.9999999999899,0.42821212753017446
0.2,0.7,0.3,open_33,5,1,1.0,21700.0,4220,278225.18795168295,274.69999999999396,0.4183674835493888
0.2,0.7,0.3,open_33,10,0,1.0,22275.0,4498,292745.93970441655,144.2999999999961,0.43977851485840946
0.2,0.7,0.3,open_33,10,1,1.0,22300.0,5918,364862.24746093247,180.39999999999404,0.41997076249373744
0.2,0.7,0.3,open_33,20,0,1.0,23000.0,6059,373285.57909014774,92.99999999999899,0.4316259222731191
0.2,0.7,0.3,open_33,20,1,1.0,22175.0,6954,419849.8742231978,104.29999999999835,0.43450936692582187
0.2,0.7,0.3,partial_33,2,0,0.15220125786163521,0.0,3611,242424.00000000003,676.9000000000854,-0.28251649847991533
0.2,0.7,0.3,partial_33,2,1,0.3610062893081761,300.0,3524,242424.00000000003,677.8000000000856,-0.06537396161503142
0.2,0.7,0.3,partial_33,5,0,0.989937106918239,17125.0,9122,606060.0,655.2000000000804,0.3108289205353624
0.2,0.7,0.3,partial_33,5,1,0.9383647798742139,13375.0,9036,606060.0,661.6000000000819,0.3149122998773686
0.2,0.7,0.3,partial_33,10,0,1.0,17275.0,11271,799167.4097860534,439.8000000000315,0.3637773568819526
0.2,0.7,0.3,partial_33,10,1,0.9610062893081761,14350.0,18079,1212120.0,680.2000000000861,0.3121217394845257
0.2,0.7,0.3,partial_33,20,0,1.0,19225.0,6850,442412.1192250736,113.59999999999782,0.41464776631707145
0.2,0.7,0.3,partial_33,20,1,1.0,18450.0,5800,375763.9411732103,96.79999999999878,0.43528390383596716
0.2,0.7,0.3,closed_33,2,0,0.7681660899653979,975.0,2968,242424.00000000003,682.9000000000867,0.34251811797518583
0.2,0.7,0.3,closed_33,2,1,0.16608996539792387,600.0,2594,242424.00000000003,701.4000000000909,-0.28010490674876265
0.2,0.7,0.3,closed_33,5,0,0.9446366782006921,6975.0,6421,606060.0,703.9000000000915,0.3788933819769996
0.2,0.7,0.3,closed_33,5,1,0.629757785467128,4400.0,6867,606060.0,701.900000000091,0.10906550574598425
0.2,0.7,0.3,closed_33,10,0,1.0,13625.0,8390,700602.4863706947,384.700000000019,0.352974896042147
0.2,0.7,0.3,closed_33,10,1,1.0,12775.0,8806,739733.5704870769,408.6000000000244,0.3651016754067069
0.2,0.7,0.3,closed_33,20,0,1.0,11025.0,4636,362524.68889126554,97.49999999999874,0.4827634322566846
0.2,0.7,0.3,closed_33,20,1,1.0,13000.0,5221,420467.50506156357,113.49999999999783,0.43495263285647
0.4,0.1,0.05,open_33,2,0,1.0,16275.0,2637,187179.60362750417,467.9000000000379,0.46537408366393207
0.4,0.1,0.05,open_33,2,1,1.0,15750.0,2541,184278.95183143002,461.10000000003635,0.47585459885680564
0.4,0.1,0.05,open_33,5,0,1.0,20350.0,3362,224905.21185154258,223.89999999999156,0.45897703455479677
0.4,0.1,0.05,open_33,5,1,1.0,20450.0,3341,225694.58576883655,224.49999999999153,0.457865743928782
0.4,0.1,0.05,open_33,10,0,1.0,22350.0,5141,317785.4364399677,157.39999999999534,0.43029304808038604
0.4,0.1,0.05,open_33,10,1,1.0,22025.0,3402,233397.56915298454,116.09999999999768,0.46323913372589426
0.4,0.1,0.05,open_33,20,0,1.0,22600.0,6587,394089.36643848615,98.1999999999987,0.43250833154504553
0.4,0.1,0.05,open_33,20,1,1.0,22800.0,5552,336827.5498014558,84.59999999999947,0.43949255335480547
0.4,0.1,0.05,partial_33,2,0,0.8037735849056604,6900.0,3376,242424.00000000003,657.3000000000809,0.3029241497424491
0.4,0.1,0.05,partial_33,2,1,0.6981132075471698,3400.0,3408,242424.00000000003,662.6000000000821,0.24436163442662226
0.4,0.1,0.05,partial_33,5,0,0.9937106918238994,12100.0,9129,606060.0,661.4000000000818,0.3905182756004981
0.4,0.1,0.05,partial_33,5,1,1.0,17175.0,3086,224735.80647467216,230.99999999999116,0.44864586324523514
0.4,0.1,0.05,partial_33,10,0,1.0,16800.0,3561,254272.43477304466,130.99999999999685,0.47086633167737524
0.4,0.1,0.05,partial_33,10,1,1.0,18200.0,5426,363568.12288364395,188.39999999999358,0.4202956620317681
